"expose_id","expose_title","chapter_index","chapter_title","structure_level","text_content","text_length_chars","text_length_words","sentence_count_in_chapter","coherence_score","previous_sentence","sentence_position_in_chapter","variant_name","coherence_category","text_length_category","position_category","expose_level_avg_coherence","relative_coherence","has_previous_sentence"
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Während meines Praktikums bei Goldfisch Art, einer
> Werbeagentur die sehr eng mit dem Stadtmarketing Marburg zusammen
> Arbeitet, war ich mit in den Erschaffungsprozess eines solchen
> Vorhabens involviert, der „Marburg Shop"" soll ins Leben gerufen werden
> und mit der Hilfe von Kooperationen und eines Onlineshops, Merchandise
> Artikel der Stadt Maburg verkaufen.",367,55,8,0.3487852215766907,">
> Verschiedene Städte verkaufen ihre eigenen Merchandise Artikel, manche
> können sich an hohen Verkaufszahlen erfreuen und manche eher nicht,
> liegt das an den verschiedenen Städten, den Einwohnern oder den
> Touristen oder ist das Ganze auf das Marketing der gewissen Städte
> zurückzuführen?",1,"full_model","mittel","lang","anfang",0.34285194405487607,0.005933277521814606,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Während meines Praktikums bei Goldfisch Art, einer Werbeagentur die sehr eng mit dem Stadtmarketing Marburg zusammen Arbeitet, war ich mit in den Erschaffungsprozess eines solchen Vorhabens involviert, der „Marburg Shop“ soll ins Leben gerufen werden und mit der Hilfe von Kooperationen und eines Onlineshops, Merchandise Artikel der Stadt Maburg verkaufen.",357,50,8,0.2062574028968811,"Während meines Praktikums bei Goldfisch Art, einer
> Werbeagentur die sehr eng mit dem Stadtmarketing Marburg zusammen
> Arbeitet, war ich mit in den Erschaffungsprozess eines solchen
> Vorhabens involviert, der „Marburg Shop"" soll ins Leben gerufen werden
> und mit der Hilfe von Kooperationen und eines Onlineshops, Merchandise
> Artikel der Stadt Maburg verkaufen.",2,"full_model","niedrig","mittel","anfang",0.34285194405487607,-0.13659454115799496,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Verschiedene Städte verkaufen ihre eigenen Merchandise Artikel, manche können sich an hohen Verkaufszahlen erfreuen und manche eher nicht, liegt das an den verschiedenen Städten, den Einwohnern oder den Touristen oder ist das Ganze auf das Marketing der gewissen Städte zurückzuführen?",285,40,8,0.3240082263946533,"Während meines Praktikums bei Goldfisch Art, einer Werbeagentur die sehr eng mit dem Stadtmarketing Marburg zusammen Arbeitet, war ich mit in den Erschaffungsprozess eines solchen Vorhabens involviert, der „Marburg Shop“ soll ins Leben gerufen werden und mit der Hilfe von Kooperationen und eines Onlineshops, Merchandise Artikel der Stadt Maburg verkaufen.",3,"full_model","mittel","mittel","mitte",0.34285194405487607,-0.018843717660222747,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Da es beim Verkaufen bekanntlich stark um Marketing geht, stellt sich die Frage, wie solche Artikel Am besten beworben werden können?",133,21,8,0.4260682165622711,"Verschiedene Städte verkaufen ihre eigenen Merchandise Artikel, manche können sich an hohen Verkaufszahlen erfreuen und manche eher nicht, liegt das an den verschiedenen Städten, den Einwohnern oder den Touristen oder ist das Ganze auf das Marketing der gewissen Städte zurückzuführen?",4,"full_model","mittel","kurz","mitte",0.34285194405487607,0.08321627250739505,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Welche Rahmenbedingungen und Erfolgsfaktoren gelten für die Produkte an sich, für die Preisgestaltung, die Vertriebswege und die Werbemittel, Auch als die „4P“ des Marketings bekannt: Product, Price, Place & Promotion bekannt, bzw. können überhaupt allgemeingültige Rahmenbedinungen und Erfolgsfaktoren ausgesprochen werden, welche auch auf andere Städte übertragbar sind?",372,47,8,0.6058835387229919,"Da es beim Verkaufen bekanntlich stark um Marketing geht, stellt sich die Frage, wie solche Artikel Am besten beworben werden können?",5,"full_model","hoch","mittel","mitte",0.34285194405487607,0.2630315946681159,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence",".",1,1,8,0.2607504427433014,"Welche Rahmenbedingungen und Erfolgsfaktoren gelten für die Produkte an sich, für die Preisgestaltung, die Vertriebswege und die Werbemittel, Auch als die „4P“ des Marketings bekannt: Product, Price, Place & Promotion bekannt, bzw. können überhaupt allgemeingültige Rahmenbedinungen und Erfolgsfaktoren ausgesprochen werden, welche auch auf andere Städte übertragbar sind?",6,"full_model","mittel","sehr_kurz","ende",0.34285194405487607,-0.08210150131157468,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",1,"Motivation und Problemstellung","sentence","Da es beim Verkaufen bekanntlich
> stark um Marketing geht, stellt sich die Frage, wie solche Artikel Am
> besten beworben werden können?",137,23,8,0.22149617969989777,".",7,"full_model","niedrig","kurz","ende",0.34285194405487607,-0.1213557643549783,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","chapter",">
> Worauf ist bei der Produktwahl, den Preisen, Vertrieb und
> Marketingmaßnahmen im Jahr 2021 zu achten. Worauf ist bei der Produktwahl, den Preisen, Vertrieb und Marketingmaßnahmen im Jahr 2021 zu achten. In der Bachelorthesis soll folgende Forschungsfrage bearbeitet werden: „Welche Maßnahmen sind beim Marketing & Branding
Einer Stadt bzw. eines Landkreises zu treffen, um erfolgreich Merchandise Artikel mit der Hilfe eines Webshops und Crossmedialen Marketing zu vermarkten. Können Pauschalisierte Empfehlungen ausgesprochen werden und allgemein gültige Rahmenbedingungen, innerhalb der 4P des Marketings, also Product, Price, Place, Promotion festgelegt werden? >
> In der Bachelorthesis soll folgende Forschungsfrage bearbeitet werden:
> „Welche Maßnahmen sind beim Marketing & Branding
>
> Einer Stadt bzw. eines Landkreises zu treffen, um erfolgreich
> Merchandise Artikel mit der Hilfe eines Webshops und Crossmedialen
> Marketing zu vermarkten.",957,133,5,0.4550246000289917,"",-1,"full_model","mittel","lang","kapitel",0.4008650094270706,0.054159590601921104,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","sentence",">
> Worauf ist bei der Produktwahl, den Preisen, Vertrieb und
> Marketingmaßnahmen im Jahr 2021 zu achten.",106,18,5,0.13414405286312103,"",0,"full_model","niedrig","kurz","erster_satz",0.34285194405487607,-0.20870789119175504,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","sentence","Worauf ist bei der Produktwahl, den Preisen, Vertrieb und Marketingmaßnahmen im Jahr 2021 zu achten.",100,15,5,0.15757343173027039,">
> Worauf ist bei der Produktwahl, den Preisen, Vertrieb und
> Marketingmaßnahmen im Jahr 2021 zu achten.",1,"full_model","niedrig","kurz","anfang",0.34285194405487607,-0.18527851232460568,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","sentence","In der Bachelorthesis soll folgende Forschungsfrage bearbeitet werden: „Welche Maßnahmen sind beim Marketing & Branding
Einer Stadt bzw. eines Landkreises zu treffen, um erfolgreich Merchandise Artikel mit der Hilfe eines Webshops und Crossmedialen Marketing zu vermarkten.",273,36,5,0.39142465591430664,"Worauf ist bei der Produktwahl, den Preisen, Vertrieb und Marketingmaßnahmen im Jahr 2021 zu achten.",2,"full_model","mittel","mittel","mitte",0.34285194405487607,0.04857271185943057,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","sentence","Können Pauschalisierte Empfehlungen ausgesprochen werden und allgemein gültige Rahmenbedingungen, innerhalb der 4P des Marketings, also Product, Price, Place, Promotion festgelegt werden?",187,21,5,0.7945648431777954,"In der Bachelorthesis soll folgende Forschungsfrage bearbeitet werden: „Welche Maßnahmen sind beim Marketing & Branding
Einer Stadt bzw. eines Landkreises zu treffen, um erfolgreich Merchandise Artikel mit der Hilfe eines Webshops und Crossmedialen Marketing zu vermarkten.",3,"full_model","sehr_hoch","kurz","mitte",0.34285194405487607,0.45171289912291934,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",2,"Forschungsfrage","sentence",">
> In der Bachelorthesis soll folgende Forschungsfrage bearbeitet werden:
> „Welche Maßnahmen sind beim Marketing & Branding
>
> Einer Stadt bzw. eines Landkreises zu treffen, um erfolgreich
> Merchandise Artikel mit der Hilfe eines Webshops und Crossmedialen
> Marketing zu vermarkten.",287,43,5,0.6295097470283508,"Können Pauschalisierte Empfehlungen ausgesprochen werden und allgemein gültige Rahmenbedingungen, innerhalb der 4P des Marketings, also Product, Price, Place, Promotion festgelegt werden?",4,"full_model","hoch","mittel","ende",0.34285194405487607,0.28665780297347476,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",3,"Ziel der Arbeit","chapter","Das Ziel der Arbeit ist die Konzeption eines Leitpfadens für Städte und Kommunen, für das Vermarkten von Merchandise Artikel zu verkaufen,
Dabei soll darauf eingegangen werden, worauf bei Produkten, Preis, Distributionskanäle und Marketingmaßnahmen zu achten ist. >
> Das Ziel der Arbeit ist die Konzeption eines Leitpfadens für Städte
> und Kommunen, für das Vermarkten von Merchandise Artikel zu verkaufen,
>
> Dabei soll darauf eingegangen werden, worauf bei Produkten, Preis,
> Distributionskanäle und Marketingmaßnahmen zu achten ist.",539,78,2,0.4032231569290161,"",-1,"full_model","mittel","lang","kapitel",0.4008650094270706,0.002358147501945518,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",3,"Ziel der Arbeit","sentence","Das Ziel der Arbeit ist die Konzeption eines Leitpfadens für Städte und Kommunen, für das Vermarkten von Merchandise Artikel zu verkaufen,
Dabei soll darauf eingegangen werden, worauf bei Produkten, Preis, Distributionskanäle und Marketingmaßnahmen zu achten ist.",263,36,2,0.41438785195350647,"",0,"full_model","mittel","mittel","erster_satz",0.34285194405487607,0.0715359078986304,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",3,"Ziel der Arbeit","sentence",">
> Das Ziel der Arbeit ist die Konzeption eines Leitpfadens für Städte
> und Kommunen, für das Vermarkten von Merchandise Artikel zu verkaufen,
>
> Dabei soll darauf eingegangen werden, worauf bei Produkten, Preis,
> Distributionskanäle und Marketingmaßnahmen zu achten ist.",275,42,2,0.4032231569290161,"Das Ziel der Arbeit ist die Konzeption eines Leitpfadens für Städte und Kommunen, für das Vermarkten von Merchandise Artikel zu verkaufen,
Dabei soll darauf eingegangen werden, worauf bei Produkten, Preis, Distributionskanäle und Marketingmaßnahmen zu achten ist.",1,"full_model","mittel","mittel","mitte",0.34285194405487607,0.060371212874140046,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","chapter","Dafür soll zunächst überprüft werden welche Merchandise Artikel momentan gängig sind und worauf bei diesen zu achten ist. Dafür sollen verschiedene Städte und Landkreise miteinander verglichen werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf Social Media Bewerben und einen Webshop führen. Dafür soll zunächst überprüft werden welche Merchandise
> Artikel momentan gängig sind und worauf bei diesen zu achten ist. >
> Dafür sollen verschiedene Städte und Landkreise miteinander verglichen
> werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf
> Social Media Bewerben und einen Webshop führen. Für den
> Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und
> Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig
> gemacht werden. Im Anschluss sollen allgemeingültige Erfolgsfaktoren, des Crossmedialen Marketings ausfindig gemacht und zusammengefasst dargestellt werden, wobei Social Media Marketing im Fokus liegt. Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing und Branding ermittelt und präsentiert werden, hierbei soll das Thema Stadtmarketing eine gesonderte Rolle bekommen. Nach dem Festlegen der Erfolgsfaktoren, soll eine Marketingkonzeption für das Vermarkten von Stadt und Landkreis Merchandise Artikeln erfolgen. >
> Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll
> der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing
> und Branding ermittelt und präsentiert werden, hierbei soll das Thema
> Stadtmarketing eine gesonderte Rolle bekommen. Im Anschluss soll das Thema Preisfindung behandelt werden. Durch eine Markt Analyse soll empirisch belegt werden wie Mitbewerbe ihre Merchandise Artikel vertreiben, bzw. welche Marketing Maßnahmen Diese nutzen. Für den Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig gemacht werden. >
> Durch eine Markt Analyse soll empirisch belegt werden wie Mitbewerbe
> ihre Merchandise Artikel vertreiben, bzw. welche Marketing Maßnahmen
> Diese nutzen.",2162,282,13,0.5711013078689575,"",-1,"full_model","hoch","lang","kapitel",0.4008650094270706,0.17023629844188692,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Dafür soll zunächst überprüft werden welche Merchandise Artikel momentan gängig sind und worauf bei diesen zu achten ist.",121,18,13,0.36727604269981384,"",0,"full_model","mittel","kurz","erster_satz",0.34285194405487607,0.024424098644937775,False
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Dafür sollen verschiedene Städte und Landkreise miteinander verglichen werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf Social Media Bewerben und einen Webshop führen.",187,23,13,0.7326294183731079,"Dafür soll zunächst überprüft werden welche Merchandise Artikel momentan gängig sind und worauf bei diesen zu achten ist.",1,"full_model","hoch","kurz","anfang",0.34285194405487607,0.38977747431823184,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Dafür soll zunächst überprüft werden welche Merchandise
> Artikel momentan gängig sind und worauf bei diesen zu achten ist.",123,19,13,0.7751443982124329,"Dafür sollen verschiedene Städte und Landkreise miteinander verglichen werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf Social Media Bewerben und einen Webshop führen.",2,"full_model","sehr_hoch","kurz","anfang",0.34285194405487607,0.4322924541575568,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence",">
> Dafür sollen verschiedene Städte und Landkreise miteinander verglichen
> werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf
> Social Media Bewerben und einen Webshop führen.",195,27,13,0.7636090517044067,"Dafür soll zunächst überprüft werden welche Merchandise
> Artikel momentan gängig sind und worauf bei diesen zu achten ist.",3,"full_model","sehr_hoch","mittel","anfang",0.34285194405487607,0.42075710764953067,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Für den
> Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und
> Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig
> gemacht werden.",155,17,13,0.38280361890792847,">
> Dafür sollen verschiedene Städte und Landkreise miteinander verglichen
> werden welche alle: selbstständig Merchandise Artikel Verkaufen, auf
> Social Media Bewerben und einen Webshop führen.",4,"full_model","mittel","kurz","mitte",0.34285194405487607,0.0399516748530524,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Im Anschluss sollen allgemeingültige Erfolgsfaktoren, des Crossmedialen Marketings ausfindig gemacht und zusammengefasst dargestellt werden, wobei Social Media Marketing im Fokus liegt.",185,21,13,0.3436596989631653,"Für den
> Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und
> Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig
> gemacht werden.",5,"full_model","mittel","kurz","mitte",0.34285194405487607,0.0008077549082892155,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing und Branding ermittelt und präsentiert werden, hierbei soll das Thema Stadtmarketing eine gesonderte Rolle bekommen.",257,34,13,0.2825717031955719,"Im Anschluss sollen allgemeingültige Erfolgsfaktoren, des Crossmedialen Marketings ausfindig gemacht und zusammengefasst dargestellt werden, wobei Social Media Marketing im Fokus liegt.",6,"full_model","mittel","mittel","mitte",0.34285194405487607,-0.06028024085930417,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Nach dem Festlegen der Erfolgsfaktoren, soll eine Marketingkonzeption für das Vermarkten von Stadt und Landkreis Merchandise Artikeln erfolgen.",143,18,13,0.32378342747688293,"Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing und Branding ermittelt und präsentiert werden, hierbei soll das Thema Stadtmarketing eine gesonderte Rolle bekommen.",7,"full_model","mittel","kurz","mitte",0.34285194405487607,-0.019068516577993133,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence",">
> Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll
> der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing
> und Branding ermittelt und präsentiert werden, hierbei soll das Thema
> Stadtmarketing eine gesonderte Rolle bekommen.",267,39,13,0.26539021730422974,"Nach dem Festlegen der Erfolgsfaktoren, soll eine Marketingkonzeption für das Vermarkten von Stadt und Landkreis Merchandise Artikeln erfolgen.",8,"full_model","mittel","mittel","mitte",0.34285194405487607,-0.07746172675064633,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Im Anschluss soll das Thema Preisfindung behandelt werden.",58,8,13,0.5169948935508728,">
> Durch das recherchieren in Fachliteratur und Fachbezogenen Papern soll
> der Aktuelle Stand der Wissenschaft zunächst zu den Themen: Marketing
> und Branding ermittelt und präsentiert werden, hierbei soll das Thema
> Stadtmarketing eine gesonderte Rolle bekommen.",9,"full_model","hoch","sehr_kurz","mitte",0.34285194405487607,0.17414294949599674,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Durch eine Markt Analyse soll empirisch belegt werden wie Mitbewerbe ihre Merchandise Artikel vertreiben, bzw. welche Marketing Maßnahmen Diese nutzen.",151,20,13,0.422160267829895,"Im Anschluss soll das Thema Preisfindung behandelt werden.",10,"full_model","mittel","kurz","ende",0.34285194405487607,0.07930832377501895,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence","Für den Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig gemacht werden.",149,14,13,0.2244488000869751,"Durch eine Markt Analyse soll empirisch belegt werden wie Mitbewerbe ihre Merchandise Artikel vertreiben, bzw. welche Marketing Maßnahmen Diese nutzen.",11,"full_model","niedrig","kurz","ende",0.34285194405487607,-0.11840314396790097,True
"10_Expose 2_AnmerkungenAW","10 Expose 2 AnmerkungenAW",4,"Methodisches Vorgehen","sentence",">
> Durch eine Markt Analyse soll empirisch belegt werden wie Mitbewerbe
> ihre Merchandise Artikel vertreiben, bzw. welche Marketing Maßnahmen
> Diese nutzen.",159,24,13,0.18172487616539001,"Für den Unterpunkt Distributionskanäle sollen Erfolgsfaktoren und Rahmenbedingungen E-Commerce und Vertriebspartnerschaften ausfindig gemacht werden.",12,"full_model","niedrig","kurz","ende",0.34285194405487607,-0.16112706788948605,True
"12_Exposé Bachelorarbeit_AnmAW","12 Exposé Bachelorarbeit AnmAW",0,"Motivation und Problemstellung","chapter","Durch die fortschreitende technische Entwicklung des letzten Jahrzehnts haben sich Smartphones zu allgegenwärtigen Geräten entwickelt und werden auch im beruflichen Umfeld immer wichtiger. Genau
hier soll diese Arbeit ansetzen und Möglichkeiten aufzeigen, wie
Unternehmen ihre Reports optimieren können, um eine optimale Darstellung
auf Smartphones zu gewährleisten. Die erarbeiteten Ergebnisse sollen
anschließend auf das Daily Management Report der 1&1 Telecommunication
SE angewandt werden. So wollen Mitarbeiter, die unterwegs auf Geschäftsreisen sind, trotzdem die Reports abrufen können, welche sie für ihre Arbeit benötigen und um stets auf dem neuesten Stand zu sein. Die erarbeiteten Ergebnisse sollen anschließend auf das Daily Management Report der 1&1 Telecommunication SE angewandt werden. Dabei stoßen sie jedoch auf das Problem, dass die meisten Reports auf die Darstellung auf einem Desktop PC oder Laptop ausgelegt sind und nicht auf den kleineren Bildschirm eines Smartphones. Genau hier soll diese Arbeit ansetzen und Möglichkeiten aufzeigen, wie Unternehmen ihre Reports optimieren können, um eine optimale Darstellung auf Smartphones zu gewährleisten. So wollen Mitarbeiter, die
unterwegs auf Geschäftsreisen sind, trotzdem die Reports abrufen können,
welche sie für ihre Arbeit benötigen und um stets auf dem neuesten Stand
zu sein.",1354,187,8,0.29551535844802856,"",-1,"full_model","mittel","lang","kapitel",0.4534115195274353,-0.15789616107940674,False
"12_Exposé Bachelorarbeit_AnmAW","12 Exposé Bachelorarbeit AnmAW",0,"Motivation und Problemstellung","sentence","Durch die fortschreitende technische Entwicklung des letzten Jahrzehnts haben sich Smartphones zu allgegenwärtigen Geräten entwickelt und werden auch im beruflichen Umfeld immer wichtiger.",188,23,8,0.3939734101295471,"",0,"full_model","mittel","kurz","erster_satz",0.390510704782274,0.0034627053472731095,False
"12_Exposé Bachelorarbeit_AnmAW","12 Exposé Bachelorarbeit AnmAW",0,"Motivation und Problemstellung","sentence","Genau
hier soll diese Arbeit ansetzen und Möglichkeiten aufzeigen, wie
Unternehmen ihre Reports optimieren können, um eine optimale Darstellung
auf Smartphones zu gewährleisten.",177,23,8,0.2395673245191574,"Durch die fortschreitende technische Entwicklung des letzten Jahrzehnts haben sich Smartphones zu allgegenwärtigen Geräten entwickelt und werden auch im beruflichen Umfeld immer wichtiger.",1,"full_model","niedrig","kurz","anfang",0.390510704782274,-0.1509433802631166,True
"12_Exposé Bachelorarbeit_AnmAW","12 Exposé Bachelorarbeit AnmAW",0,"Motivation und Problemstellung","sentence","Die erarbeiteten Ergebnisse sollen
anschließend auf das Daily Management Report der 1&1 Telecommunication
SE angewandt werden.",126,16,8,0.30458080768585205,"Genau
hier soll diese Arbeit ansetzen und Möglichkeiten aufzeigen, wie
Unternehmen ihre Reports optimieren können, um eine optimale Darstellung
auf Smartphones zu gewährleisten.",2,"full_model","mittel","kurz","anfang",0.390510704782274,-0.08592989709642196,True
